;title;processId;processName;priority;ownedBy;processNumber;createdBy;state;createdDate;updatedDate;processDN;levels;href
1185;Instance #230670 of Verification;230670;Verification;5;Public Works.ProcessOwner;207385;hannes;OPEN;2020-02-11T12:28:22.000Z;2020-02-11T12:28:22.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230670
1186;Instance #230672 of Verification;230672;Verification;5;Public Works.ProcessOwner;207387;hannes;OPEN;2020-02-11T12:28:45.000Z;2020-02-11T12:28:45.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230672
1187;Instance #230674 of Verification;230674;Verification;5;Public Works.ProcessOwner;207389;hannes;OPEN;2020-02-11T12:29:12.000Z;2020-02-11T12:29:12.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230674
1188;Instance #230676 of Verification;230676;Verification;5;Public Works.ProcessOwner;207391;hannes;OPEN;2020-02-11T12:29:27.000Z;2020-02-11T12:29:27.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230676
1189;Instance #230678 of Verification;230678;Verification;5;Public Works.ProcessOwner;207393;hannes;OPEN;2020-02-11T12:30:26.000Z;2020-02-11T12:30:26.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230678
1190;Instance #230680 of Verification;230680;Verification;5;Public Works.ProcessOwner;207395;hannes;OPEN;2020-02-11T12:30:46.000Z;2020-03-30T06:37:26.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230680
1191;Instance #230682 of Verification;230682;Verification;5;Public Works.ProcessOwner;207397;hannes;OPEN;2020-02-11T12:36:43.000Z;2020-02-11T12:36:43.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230682
1192;Instance #230684 of Verification;230684;Verification;5;Public Works.ProcessOwner;207399;hannes;OPEN;2020-02-11T12:36:57.000Z;2020-02-11T12:36:57.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230684
1193;Instance #230686 of Verification;230686;Verification;5;Public Works.ProcessOwner;207401;hannes;OPEN;2020-02-11T12:37:13.000Z;2020-02-11T12:37:14.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230686
1194;Instance #230688 of Verification;230688;Verification;5;Public Works.ProcessOwner;207403;hannes;OPEN;2020-02-11T12:37:32.000Z;2020-02-11T12:37:33.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230688
1195;Instance #230690 of Verification;230690;Verification;5;Public Works.ProcessOwner;207405;hannes;OPEN;2020-02-11T12:37:49.000Z;2020-02-11T12:37:49.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230690
1196;Instance #220495 of Verification;220495;Verification;5;Public Works.ProcessOwner;207407;hannes;OPEN;2020-02-11T12:40:30.000Z;2020-02-11T12:40:31.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220495
1197;Instance #230692 of Verification;230692;Verification;5;Public Works.ProcessOwner;207409;hannes;OPEN;2020-02-11T12:40:43.000Z;2020-02-11T12:40:43.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230692
1198;Instance #230694 of Verification;230694;Verification;5;Public Works.ProcessOwner;207411;hannes;OPEN;2020-02-11T12:41:00.000Z;2020-02-11T12:41:00.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230694
1199;Instance #220497 of Verification;220497;Verification;5;Public Works.ProcessOwner;207414;hannes;OPEN;2020-02-11T12:41:11.000Z;2020-02-11T12:41:12.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220497
1200;Instance #220499 of Verification;220499;Verification;5;Public Works.ProcessOwner;207416;hannes;OPEN;2020-02-11T12:41:57.000Z;2020-02-11T12:41:57.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220499
1201;Instance #220501 of Verification;220501;Verification;5;Public Works.ProcessOwner;207418;hannes;OPEN;2020-02-11T12:42:12.000Z;2020-02-11T12:42:12.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220501
1202;Instance #220503 of Verification;220503;Verification;5;Public Works.ProcessOwner;207420;hannes;OPEN;2020-02-11T12:42:29.000Z;2020-02-11T12:42:30.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220503
1203;Instance #220505 of Verification;220505;Verification;5;Public Works.ProcessOwner;207422;hannes;OPEN;2020-02-11T12:44:37.000Z;2020-02-11T12:44:37.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220505
1204;Instance #230697 of Verification;230697;Verification;5;Public Works.ProcessOwner;207424;hannes;OPEN;2020-02-11T12:45:22.000Z;2020-02-11T12:45:22.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230697
1205;Instance #230699 of Verification;230699;Verification;5;Public Works.ProcessOwner;207426;hannes;OPEN;2020-02-11T12:45:31.000Z;2020-02-11T12:45:31.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230699
1206;Instance #230701 of Verification;230701;Verification;5;Public Works.ProcessOwner;207428;hannes;OPEN;2020-02-11T12:45:42.000Z;2020-04-14T08:29:52.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230701
1207;Instance #220507 of Verification;220507;Verification;5;Public Works.ProcessOwner;207430;hannes;OPEN;2020-02-11T12:45:52.000Z;2020-02-11T12:45:53.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220507
1208;Instance #220509 of Verification;220509;Verification;5;Public Works.ProcessOwner;207432;hannes;OPEN;2020-02-11T12:46:22.000Z;2020-02-11T12:46:22.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220509
1209;Instance #220511 of Verification;220511;Verification;5;Public Works.ProcessOwner;207434;hannes;OPEN;2020-02-11T12:47:29.000Z;2020-02-11T12:47:29.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220511
1210;Instance #230703 of Verification;230703;Verification;5;Public Works.ProcessOwner;207436;danelle;OPEN;2020-02-11T12:52:49.000Z;2020-03-11T11:05:59.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230703
1211;Instance #220513 of Verification;220513;Verification;5;Public Works.ProcessOwner;207438;hannes;OPEN;2020-02-11T12:53:30.000Z;2020-02-11T12:53:31.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220513
1212;Instance #220515 of Verification;220515;Verification;5;Public Works.ProcessOwner;207440;hannes;OPEN;2020-02-11T12:54:33.000Z;2020-02-11T12:54:33.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220515
1213;Instance #220517 of Verification;220517;Verification;5;Public Works.ProcessOwner;207442;hannes;OPEN;2020-02-11T12:54:45.000Z;2020-02-11T12:54:45.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220517
1214;Instance #220519 of Verification;220519;Verification;5;Public Works.ProcessOwner;207444;hannes;OPEN;2020-02-11T12:54:55.000Z;2020-02-11T12:54:56.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220519
1215;Instance #220521 of Verification;220521;Verification;5;Public Works.ProcessOwner;207446;hannes;OPEN;2020-02-11T12:55:09.000Z;2020-02-11T12:55:09.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220521
1216;Instance #230705 of Verification;230705;Verification;5;Public Works.ProcessOwner;207448;hannes;OPEN;2020-02-11T12:55:19.000Z;2020-02-11T12:55:19.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230705
1217;Instance #230707 of Verification;230707;Verification;5;Public Works.ProcessOwner;207450;hannes;OPEN;2020-02-11T12:55:37.000Z;2020-02-11T12:55:37.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230707
1218;Instance #230709 of Verification;230709;Verification;5;Public Works.ProcessOwner;207452;hannes;OPEN;2020-02-11T12:55:46.000Z;2020-02-11T12:55:47.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230709
1219;Instance #230711 of Verification;230711;Verification;5;Public Works.ProcessOwner;207454;hannes;OPEN;2020-02-11T12:55:58.000Z;2020-02-11T12:55:58.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230711
1220;Instance #230713 of Verification;230713;Verification;5;Public Works.ProcessOwner;207456;hannes;OPEN;2020-02-11T12:56:07.000Z;2020-02-11T12:56:07.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230713
1221;Instance #230715 of Verification;230715;Verification;5;Public Works.ProcessOwner;207458;hannes;OPEN;2020-02-11T12:56:18.000Z;2020-02-11T12:56:18.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230715
1222;Instance #230717 of Verification;230717;Verification;5;Public Works.ProcessOwner;207460;hannes;OPEN;2020-02-11T12:56:27.000Z;2020-02-11T12:56:27.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230717
1223;Instance #230719 of Verification;230719;Verification;5;Public Works.ProcessOwner;207462;hannes;OPEN;2020-02-11T12:56:36.000Z;2020-02-11T12:56:36.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230719
1224;Instance #230721 of Verification;230721;Verification;5;Public Works.ProcessOwner;207464;hannes;OPEN;2020-02-11T12:56:46.000Z;2020-02-11T12:56:46.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230721
1225;Instance #230723 of Verification;230723;Verification;5;Public Works.ProcessOwner;207466;hannes;OPEN;2020-02-11T12:56:55.000Z;2020-02-11T12:56:55.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230723
1226;Instance #220524 of Verification;220524;Verification;5;Public Works.ProcessOwner;207470;danelle;OPEN;2020-02-11T13:05:20.000Z;2020-04-10T10:53:06.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220524
1227;Instance #230726 of Verification;230726;Verification;5;Public Works.ProcessOwner;207472;hannes;OPEN;2020-02-11T13:06:03.000Z;2020-02-11T13:06:04.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230726
1228;Instance #230728 of Verification;230728;Verification;5;Public Works.ProcessOwner;207474;hannes;OPEN;2020-02-11T13:06:22.000Z;2020-02-11T13:06:22.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230728
1229;Instance #230730 of Verification;230730;Verification;5;Public Works.ProcessOwner;207476;hannes;OPEN;2020-02-11T13:06:34.000Z;2020-02-11T13:06:34.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230730
1230;Instance #230732 of Verification;230732;Verification;5;Public Works.ProcessOwner;207478;hannes;OPEN;2020-02-11T13:06:45.000Z;2020-02-11T13:06:45.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230732
1231;Instance #230734 of Verification;230734;Verification;5;Public Works.ProcessOwner;207480;hannes;OPEN;2020-02-11T13:06:56.000Z;2020-02-11T13:06:56.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230734
1232;Instance #230736 of Verification;230736;Verification;5;Public Works.ProcessOwner;207482;hannes;OPEN;2020-02-11T13:07:07.000Z;2020-02-11T13:07:07.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230736
1233;Instance #220526 of Verification;220526;Verification;5;Public Works.ProcessOwner;207484;hannes;OPEN;2020-02-11T13:07:16.000Z;2020-02-11T13:07:16.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220526
1234;Instance #220528 of Verification;220528;Verification;5;Public Works.ProcessOwner;207486;hannes;OPEN;2020-02-11T13:07:25.000Z;2020-02-11T13:07:25.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220528
1235;Instance #220530 of Verification;220530;Verification;5;Public Works.ProcessOwner;207488;hannes;OPEN;2020-02-11T13:07:33.000Z;2020-02-11T13:07:33.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220530
1236;Instance #230738 of Verification;230738;Verification;5;Public Works.ProcessOwner;207490;hannes;OPEN;2020-02-11T13:07:44.000Z;2020-02-11T13:07:44.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230738
1237;Instance #230740 of Verification;230740;Verification;5;Public Works.ProcessOwner;207492;hannes;OPEN;2020-02-11T13:07:53.000Z;2020-02-11T13:07:53.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230740
1238;Instance #230742 of Verification;230742;Verification;5;Public Works.ProcessOwner;207494;hannes;OPEN;2020-02-11T13:08:08.000Z;2020-02-11T13:08:08.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230742
1239;Instance #230744 of Verification;230744;Verification;5;Public Works.ProcessOwner;207496;hannes;OPEN;2020-02-11T13:08:18.000Z;2020-02-11T13:08:18.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230744
1240;Instance #230746 of Verification;230746;Verification;5;Public Works.ProcessOwner;207498;hannes;OPEN;2020-02-11T13:11:32.000Z;2020-02-11T13:11:32.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230746
1241;Instance #230748 of Verification;230748;Verification;5;Public Works.ProcessOwner;207500;hannes;OPEN;2020-02-11T13:11:40.000Z;2020-02-11T13:11:40.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230748
1242;Instance #230750 of Verification;230750;Verification;5;Public Works.ProcessOwner;207502;hannes;OPEN;2020-02-11T13:11:49.000Z;2020-02-11T13:11:50.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230750
1243;Instance #220532 of Verification;220532;Verification;5;Public Works.ProcessOwner;207504;danelle;OPEN;2020-02-11T13:11:54.000Z;2020-03-11T10:31:13.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220532
1244;Instance #220534 of Verification;220534;Verification;5;Public Works.ProcessOwner;207506;hannes;OPEN;2020-02-11T13:12:00.000Z;2020-02-11T13:12:01.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220534
1245;Instance #230752 of Verification;230752;Verification;5;Public Works.ProcessOwner;207508;hannes;OPEN;2020-02-11T13:12:12.000Z;2020-02-11T13:12:12.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230752
1246;Instance #230754 of Verification;230754;Verification;5;Public Works.ProcessOwner;207510;hannes;OPEN;2020-02-11T13:12:21.000Z;2020-02-11T13:12:22.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230754
1247;Instance #230756 of Verification;230756;Verification;5;Public Works.ProcessOwner;207512;hannes;OPEN;2020-02-11T13:12:31.000Z;2020-02-11T13:12:32.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230756
1248;Instance #230758 of Verification;230758;Verification;5;Public Works.ProcessOwner;207514;hannes;OPEN;2020-02-11T13:12:40.000Z;2020-02-11T13:12:40.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230758
1249;Instance #230760 of Verification;230760;Verification;5;Public Works.ProcessOwner;207516;hannes;OPEN;2020-02-11T13:12:50.000Z;2020-02-11T13:12:50.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230760
1250;Instance #230762 of Verification;230762;Verification;5;Public Works.ProcessOwner;207518;hannes;OPEN;2020-02-11T13:13:01.000Z;2020-02-11T13:13:01.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230762
1251;Instance #230764 of Verification;230764;Verification;5;Public Works.ProcessOwner;207521;danelle;OPEN;2020-02-11T13:13:56.000Z;2020-03-11T11:06:06.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230764
1252;Instance #230766 of Verification;230766;Verification;5;Public Works.ProcessOwner;207523;hannes;OPEN;2020-02-11T13:14:54.000Z;2020-02-11T13:14:54.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230766
1253;Instance #220537 of Verification;220537;Verification;5;Public Works.ProcessOwner;207525;hannes;OPEN;2020-02-11T13:15:04.000Z;2020-02-11T13:15:04.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220537
1254;Instance #230768 of Verification;230768;Verification;5;Public Works.ProcessOwner;207527;hannes;OPEN;2020-02-11T13:15:12.000Z;2020-02-11T13:15:13.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230768
1255;Instance #220539 of Verification;220539;Verification;5;Public Works.ProcessOwner;207529;hannes;OPEN;2020-02-11T13:15:22.000Z;2020-02-11T13:15:22.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220539
1256;Instance #220541 of Verification;220541;Verification;5;Public Works.ProcessOwner;207531;hannes;OPEN;2020-02-11T13:15:34.000Z;2020-02-11T13:15:34.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220541
1257;Instance #220543 of Verification;220543;Verification;5;Public Works.ProcessOwner;207533;hannes;OPEN;2020-02-11T13:15:44.000Z;2020-02-11T13:15:44.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220543
1258;Instance #220545 of Verification;220545;Verification;5;Public Works.ProcessOwner;207535;hannes;OPEN;2020-02-11T13:15:53.000Z;2020-02-11T13:15:53.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220545
1259;Instance #220547 of Verification;220547;Verification;5;Public Works.ProcessOwner;207537;hannes;OPEN;2020-02-11T13:16:04.000Z;2020-02-11T13:16:04.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220547
1260;Instance #230770 of Verification;230770;Verification;5;Public Works.ProcessOwner;207539;hannes;OPEN;2020-02-11T13:16:49.000Z;2020-04-10T09:15:22.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230770
1261;Instance #230772 of Verification;230772;Verification;5;Public Works.ProcessOwner;207541;hannes;OPEN;2020-02-11T13:16:59.000Z;2020-02-11T13:16:59.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230772
1262;Instance #220549 of Verification;220549;Verification;5;Public Works.ProcessOwner;207543;hannes;OPEN;2020-02-11T13:17:09.000Z;2020-02-11T13:17:10.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220549
1263;Instance #220551 of Verification;220551;Verification;5;Public Works.ProcessOwner;207545;hannes;OPEN;2020-02-11T13:17:21.000Z;2020-02-11T13:17:21.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220551
1264;Instance #220553 of Verification;220553;Verification;5;Public Works.ProcessOwner;207547;hannes;OPEN;2020-02-11T13:17:34.000Z;2020-02-11T13:17:34.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220553
1265;Instance #220555 of Verification;220555;Verification;5;Public Works.ProcessOwner;207549;hannes;OPEN;2020-02-11T13:17:51.000Z;2020-02-11T13:17:51.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220555
1266;Instance #220557 of Verification;220557;Verification;5;Public Works.ProcessOwner;207551;hannes;OPEN;2020-02-11T13:18:03.000Z;2020-02-11T13:18:03.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220557
1267;Instance #220559 of Verification;220559;Verification;5;Public Works.ProcessOwner;207553;hannes;OPEN;2020-02-11T13:18:26.000Z;2020-02-11T13:18:26.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220559
1268;Instance #220561 of Verification;220561;Verification;5;Public Works.ProcessOwner;207555;danelle;OPEN;2020-02-11T13:18:36.000Z;2020-04-10T10:53:41.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220561
1269;Instance #230774 of Verification;230774;Verification;5;Public Works.ProcessOwner;207557;hannes;OPEN;2020-02-11T13:18:38.000Z;2020-02-11T13:18:38.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230774
1270;Instance #220563 of Verification;220563;Verification;5;Public Works.ProcessOwner;207559;hannes;OPEN;2020-02-11T13:20:09.000Z;2020-02-11T13:20:09.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220563
1271;Instance #220565 of Verification;220565;Verification;5;Public Works.ProcessOwner;207561;hannes;OPEN;2020-02-11T13:20:21.000Z;2020-02-11T13:20:21.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220565
1272;Instance #220567 of Verification;220567;Verification;5;Public Works.ProcessOwner;207563;hannes;OPEN;2020-02-11T13:20:31.000Z;2020-02-11T13:20:31.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220567
1273;Instance #220569 of Verification;220569;Verification;5;Public Works.ProcessOwner;207565;hannes;OPEN;2020-02-11T13:20:40.000Z;2020-02-11T13:20:41.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220569
